[1581699389.452721, 102, [35, 38, 22, 38, 11, 38, 33, 38], 24.48577880859375, 24.3865966796875, 24.30267333984375, 24.47052001953125]
[1581699389.452971, 103, [28, 38, 18, 38, 32, 38, 42, 38], 24.432373046875, 24.3560791015625, 24.462890625, 24.5391845703125]
[1581699389.519421, 102, [55, 38, 42, 38, 42, 38, 66, 38], 24.63836669921875, 24.5391845703125, 24.5391845703125, 24.7222900390625]
[1581699389.519651, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699389.650941, 102, [55, 38, 42, 38, 31, 38, 53, 38], 24.63836669921875, 24.5391845703125, 24.45526123046875, 24.62310791015625]
[1581699389.651171, 103, [49, 38, 41, 38, 53, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.62310791015625, 24.6917724609375]
[1581699389.782461, 102, [55, 38, 42, 38, 33, 38, 56, 38], 24.63836669921875, 24.5391845703125, 24.47052001953125, 24.64599609375]
[1581699389.782691, 103, [49, 38, 41, 38, 52, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699389.914001, 102, [55, 38, 42, 38, 32, 38, 55, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.63836669921875]
[1581699389.914231, 103, [50, 38, 41, 38, 52, 38, 63, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.69940185546875]
[1581699390.045521, 102, [55, 38, 42, 38, 32, 38, 58, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.6612548828125]
[1581699390.045751, 103, [48, 38, 41, 38, 52, 38, 63, 38], 24.5849609375, 24.53155517578125, 24.615478515625, 24.69940185546875]
[1581699390.177041, 102, [53, 38, 41, 38, 31, 38, 53, 38], 24.62310791015625, 24.53155517578125, 24.45526123046875, 24.62310791015625]
[1581699390.1772711, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699390.308581, 102, [55, 38, 42, 38, 31, 38, 55, 38], 24.63836669921875, 24.5391845703125, 24.45526123046875, 24.63836669921875]
[1581699390.308811, 103, [50, 38, 41, 38, 52, 38, 62, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699390.440101, 102, [55, 38, 42, 38, 32, 38, 58, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.6612548828125]
[1581699390.440331, 103, [50, 38, 41, 38, 50, 38, 62, 38], 24.6002197265625, 24.53155517578125, 24.6002197265625, 24.6917724609375]
[1581699390.571621, 102, [55, 38, 41, 38, 32, 38, 55, 38], 24.63836669921875, 24.53155517578125, 24.462890625, 24.63836669921875]
[1581699390.571851, 103, [49, 38, 41, 38, 52, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699390.703151, 102, [55, 38, 42, 38, 32, 38, 56, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.64599609375]
[1581699390.703381, 103, [49, 38, 41, 38, 52, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699390.834681, 102, [55, 38, 42, 38, 32, 38, 53, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.62310791015625]
[1581699390.834911, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699390.966201, 102, [55, 38, 42, 38, 32, 38, 55, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.63836669921875]
[1581699390.966431, 103, [49, 38, 41, 38, 52, 38, 63, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.69940185546875]
[1581699391.097721, 102, [53, 38, 42, 38, 32, 38, 56, 38], 24.62310791015625, 24.5391845703125, 24.462890625, 24.64599609375]
[1581699391.097951, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699391.229261, 102, [55, 38, 42, 38, 31, 38, 56, 38], 24.63836669921875, 24.5391845703125, 24.45526123046875, 24.64599609375]
[1581699391.229491, 103, [50, 38, 41, 38, 52, 38, 62, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699391.360781, 102, [55, 38, 42, 38, 32, 38, 55, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.63836669921875]
[1581699391.361011, 103, [49, 38, 41, 38, 52, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699391.492301, 102, [55, 38, 42, 38, 31, 38, 53, 38], 24.63836669921875, 24.5391845703125, 24.45526123046875, 24.62310791015625]
[1581699391.492531, 103, [49, 38, 39, 38, 52, 38, 63, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.69940185546875]
[1581699391.623831, 102, [55, 38, 41, 38, 31, 38, 55, 38], 24.63836669921875, 24.53155517578125, 24.45526123046875, 24.63836669921875]
[1581699391.624051, 103, [49, 38, 41, 38, 52, 38, 63, 38], 24.59259033203125, 24.53155517578125, 24.615478515625, 24.69940185546875]
[1581699391.755371, 102, [53, 38, 42, 38, 31, 38, 56, 38], 24.62310791015625, 24.5391845703125, 24.45526123046875, 24.64599609375]
[1581699391.755601, 103, [49, 38, 41, 38, 53, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.62310791015625, 24.6917724609375]
[1581699391.8868911, 102, [55, 38, 42, 38, 32, 38, 55, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.63836669921875]
[1581699391.887121, 103, [50, 38, 41, 38, 52, 38, 62, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699392.018411, 102, [55, 38, 41, 38, 31, 38, 55, 38], 24.63836669921875, 24.53155517578125, 24.45526123046875, 24.63836669921875]
[1581699392.018641, 103, [49, 38, 39, 38, 53, 38, 63, 38], 24.59259033203125, 24.51629638671875, 24.62310791015625, 24.69940185546875]
[1581699392.149931, 102, [55, 38, 42, 38, 32, 38, 56, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.64599609375]
[1581699392.150161, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699392.281471, 102, [55, 38, 42, 38, 32, 38, 53, 38], 24.63836669921875, 24.5391845703125, 24.462890625, 24.62310791015625]
[1581699392.281701, 103, [49, 38, 41, 38, 53, 38, 62, 38], 24.59259033203125, 24.53155517578125, 24.62310791015625, 24.6917724609375]
[1581699392.412991, 102, [53, 38, 41, 38, 32, 38, 56, 38], 24.62310791015625, 24.53155517578125, 24.462890625, 24.64599609375]
[1581699392.4132211, 103, [50, 38, 41, 38, 52, 38, 62, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.6917724609375]
[1581699392.544511, 102, [53, 38, 42, 38, 32, 38, 56, 38], 24.62310791015625, 24.5391845703125, 24.462890625, 24.64599609375]
[1581699392.544741, 103, [50, 38, 41, 38, 52, 38, 63, 38], 24.6002197265625, 24.53155517578125, 24.615478515625, 24.69940185546875]
[1581699392.676051, 102, [55, 38, 41, 38, 33, 38, 56, 38], 24.63836669921875, 24.53155517578125, 24.47052001953125, 24.64599609375]
[1581699392.676271, 103, [49, 38, 39, 38, 52, 38, 62, 38], 24.59259033203125, 24.51629638671875, 24.615478515625, 24.6917724609375]
[1581699392.807571, 102, [55, 38, 42, 38, 31, 38, 56, 38], 24.63836669921875, 24.5391845703125, 24.45526123046875, 24.64599609375]
