       TIME	  CAN_ID	CAN_DATA                                	  1	  2	   3	   4
1.58187e+09	     100	[11, 0, 13, 0, 162, 255, 19, 0]         	 11	 13	 -94	  19
1.58187e+09	     101	[184, 255, 215, 255, 27, 0, 198, 255]   	-72	-41	  27	 -58
1.58187e+09	     100	[13, 0, 10, 0, 166, 255, 11, 0]         	 13	 10	 -90	  11
1.58187e+09	     101	[188, 255, 214, 255, 31, 0, 194, 255]   	-68	-42	  31	 -62
1.58187e+09	     100	[15, 0, 5, 0, 170, 255, 6, 0]           	 15	  5	 -86	   6
1.58187e+09	     101	[193, 255, 212, 255, 33, 0, 191, 255]   	-63	-44	  33	 -65
1.58187e+09	     100	[19, 0, 252, 255, 169, 255, 254, 255]   	 19	 -4	 -87	  -2
1.58187e+09	     101	[201, 255, 210, 255, 34, 0, 188, 255]   	-55	-46	  34	 -68
1.58187e+09	     100	[22, 0, 243, 255, 161, 255, 247, 255]   	 22	-13	 -95	  -9
1.58187e+09	     101	[206, 255, 207, 255, 34, 0, 184, 255]   	-50	-49	  34	 -72
1.58187e+09	     100	[22, 0, 240, 255, 153, 255, 245, 255]   	 22	-16	-103	 -11
1.58187e+09	     101	[211, 255, 210, 255, 33, 0, 181, 255]   	-45	-46	  33	 -75
1.58187e+09	     100	[21, 0, 239, 255, 143, 255, 246, 255]   	 21	-17	-113	 -10
1.58187e+09	     101	[213, 255, 211, 255, 29, 0, 180, 255]   	-43	-45	  29	 -76
1.58187e+09	     100	[18, 0, 243, 255, 135, 255, 251, 255]   	 18	-13	-121	  -5
1.58187e+09	     101	[214, 255, 214, 255, 27, 0, 180, 255]   	-42	-42	  27	 -76
1.58187e+09	     100	[14, 0, 252, 255, 134, 255, 3, 0]       	 14	 -4	-122	   3
1.58187e+09	     101	[210, 255, 219, 255, 25, 0, 183, 255]   	-46	-37	  25	 -73
1.58187e+09	     100	[9, 0, 6, 0, 135, 255, 13, 0]           	  9	  6	-121	  13
1.58187e+09	     101	[205, 255, 226, 255, 29, 0, 188, 255]   	-51	-30	  29	 -68
1.58187e+09	     100	[5, 0, 17, 0, 144, 255, 21, 0]          	  5	 17	-112	  21
1.58187e+09	     101	[200, 255, 231, 255, 34, 0, 193, 255]   	-56	-25	  34	 -63
1.58187e+09	     100	[2, 0, 22, 0, 157, 255, 26, 0]          	  2	 22	 -99	  26
1.58187e+09	     101	[194, 255, 232, 255, 37, 0, 198, 255]   	-62	-24	  37	 -58
1.58187e+09	     100	[2, 0, 24, 0, 170, 255, 26, 0]          	  2	 24	 -86	  26
1.58187e+09	     101	[190, 255, 235, 255, 41, 0, 205, 255]   	-66	-21	  41	 -51
1.58187e+09	     100	[2, 0, 22, 0, 181, 255, 25, 0]          	  2	 22	 -75	  25
1.58187e+09	     101	[189, 255, 236, 255, 43, 0, 209, 255]   	-67	-20	  43	 -47
1.58187e+09	     100	[3, 0, 20, 0, 187, 255, 23, 0]          	  3	 20	 -69	  23
1.58187e+09	     101	[193, 255, 232, 255, 43, 0, 209, 255]   	-63	-24	  43	 -47
1.58187e+09	     100	[7, 0, 13, 0, 186, 255, 21, 0]          	  7	 13	 -70	  21
1.58187e+09	     101	[198, 255, 231, 255, 42, 0, 210, 255]   	-58	-25	  42	 -46
1.58187e+09	     100	[11, 0, 9, 0, 179, 255, 18, 0]          	 11	  9	 -77	  18
1.58187e+09	     101	[206, 255, 227, 255, 38, 0, 210, 255]   	-50	-29	  38	 -46
1.58187e+09	     100	[18, 0, 5, 0, 169, 255, 18, 0]          	 18	  5	 -87	  18
1.58187e+09	     101	[215, 255, 230, 255, 37, 0, 210, 255]   	-41	-26	  37	 -46
1.58187e+09	     100	[25, 0, 2, 0, 157, 255, 19, 0]          	 25	  2	 -99	  19
1.58187e+09	     101	[222, 255, 230, 255, 37, 0, 209, 255]   	-34	-26	  37	 -47
1.58187e+09	     100	[29, 0, 0, 0, 146, 255, 19, 0]          	 29	  0	-110	  19
1.58187e+09	     101	[226, 255, 230, 255, 37, 0, 212, 255]   	-30	-26	  37	 -44
1.58187e+09	     100	[34, 0, 255, 255, 138, 255, 15, 0]      	 34	 -1	-118	  15
1.58187e+09	     101	[226, 255, 232, 255, 39, 0, 214, 255]   	-30	-24	  39	 -42
1.58187e+09	     100	[37, 0, 255, 255, 134, 255, 9, 0]       	 37	 -1	-122	   9
1.58187e+09	     101	[225, 255, 234, 255, 38, 0, 218, 255]   	-31	-22	  38	 -38
1.58187e+09	     100	[39, 0, 254, 255, 132, 255, 0, 0]       	 39	 -2	-124	   0
1.58187e+09	     101	[219, 255, 238, 255, 39, 0, 220, 255]   	-37	-18	  39	 -36
1.58187e+09	     100	[39, 0, 252, 255, 135, 255, 246, 255]   	 39	 -4	-121	 -10
1.58187e+09	     101	[214, 255, 239, 255, 39, 0, 216, 255]   	-42	-17	  39	 -40
1.58187e+09	     100	[39, 0, 252, 255, 138, 255, 237, 255]   	 39	 -4	-118	 -19
1.58187e+09	     101	[206, 255, 244, 255, 39, 0, 213, 255]   	-50	-12	  39	 -43
1.58187e+09	     100	[38, 0, 255, 255, 142, 255, 234, 255]   	 38	 -1	-114	 -22
1.58187e+09	     101	[201, 255, 247, 255, 35, 0, 208, 255]   	-55	 -9	  35	 -48
1.58187e+09	     100	[34, 0, 0, 0, 147, 255, 238, 255]       	 34	  0	-109	 -18
1.58187e+09	     101	[200, 255, 250, 255, 31, 0, 204, 255]   	-56	 -6	  31	 -52
1.58187e+09	     100	[30, 0, 2, 0, 151, 255, 246, 255]       	 30	  2	-105	 -10
1.58187e+09	     101	[201, 255, 252, 255, 29, 0, 202, 255]   	-55	 -4	  29	 -54
1.58187e+09	     100	[23, 0, 6, 0, 156, 255, 1, 0]           	 23	  6	-100	   1
1.58187e+09	     101	[202, 255, 0, 0, 26, 0, 204, 255]       	-54	  0	  26	 -52
1.58187e+09	     100	[17, 0, 12, 0, 162, 255, 15, 0]         	 17	 12	 -94	  15
1.58187e+09	     101	[201, 255, 255, 255, 31, 0, 209, 255]   	-55	 -1	  31	 -47
1.58187e+09	     100	[14, 0, 16, 0, 169, 255, 27, 0]         	 14	 16	 -87	  27
1.58187e+09	     101	[202, 255, 252, 255, 34, 0, 218, 255]   	-54	 -4	  34	 -38
1.58187e+09	     100	[10, 0, 20, 0, 173, 255, 34, 0]         	 10	 20	 -83	  34
1.58187e+09	     101	[200, 255, 248, 255, 42, 0, 224, 255]   	-56	 -8	  42	 -32
1.58187e+09	     100	[11, 0, 22, 0, 176, 255, 36, 0]         	 11	 22	 -80	  36
1.58187e+09	     101	[194, 255, 244, 255, 45, 0, 229, 255]   	-62	-12	  45	 -27
1.58187e+09	     100	[17, 0, 21, 0, 178, 255, 34, 0]         	 17	 21	 -78	  34
1.58187e+09	     101	[186, 255, 242, 255, 49, 0, 226, 255]   	-70	-14	  49	 -30
1.58187e+09	     100	[23, 0, 20, 0, 176, 255, 30, 0]         	 23	 20	 -80	  30
1.58187e+09	     101	[182, 255, 242, 255, 49, 0, 222, 255]   	-74	-14	  49	 -34
1.58187e+09	     100	[30, 0, 16, 0, 173, 255, 25, 0]         	 30	 16	 -83	  25
1.58187e+09	     101	[181, 255, 244, 255, 54, 0, 217, 255]   	-75	-12	  54	 -39
1.58187e+09	     100	[38, 0, 13, 0, 166, 255, 22, 0]         	 38	 13	 -90	  22
1.58187e+09	     101	[188, 255, 251, 255, 58, 0, 208, 255]   	-68	 -5	  58	 -48
1.58187e+09	     100	[39, 0, 12, 0, 161, 255, 22, 0]         	 39	 12	 -95	  22
1.58187e+09	     101	[200, 255, 0, 0, 61, 0, 200, 255]       	-56	  0	  61	 -56
1.58187e+09	     100	[42, 0, 13, 0, 157, 255, 23, 0]         	 42	 13	 -99	  23
1.58187e+09	     101	[215, 255, 5, 0, 65, 0, 196, 255]       	-41	  5	  65	 -60
1.58187e+09	     100	[38, 0, 13, 0, 155, 255, 26, 0]         	 38	 13	-101	  26
1.58187e+09	     101	[227, 255, 9, 0, 66, 0, 194, 255]       	-29	  9	  66	 -62
1.58187e+09	     100	[35, 0, 12, 0, 149, 255, 26, 0]         	 35	 12	-107	  26
1.58187e+09	     101	[237, 255, 10, 0, 63, 0, 197, 255]      	-19	 10	  63	 -59
1.58187e+09	     100	[31, 0, 9, 0, 149, 255, 22, 0]          	 31	  9	-107	  22
1.58187e+09	     101	[237, 255, 9, 0, 63, 0, 200, 255]       	-19	  9	  63	 -56
1.58187e+09	     100	[30, 0, 255, 255, 147, 255, 15, 0]      	 30	 -1	-109	  15
1.58187e+09	     101	[229, 255, 4, 0, 59, 0, 202, 255]       	-27	  4	  59	 -54
1.58187e+09	     100	[30, 0, 242, 255, 142, 255, 9, 0]       	 30	-14	-114	   9
1.58187e+09	     101	[217, 255, 251, 255, 54, 0, 205, 255]   	-39	 -5	  54	 -51
1.58187e+09	     100	[31, 0, 227, 255, 138, 255, 0, 0]       	 31	-29	-118	   0
1.58187e+09	     101	[204, 255, 244, 255, 50, 0, 206, 255]   	-52	-12	  50	 -50
1.58187e+09	     100	[33, 0, 215, 255, 132, 255, 253, 255]   	 33	-41	-124	  -3
1.58187e+09	     101	[190, 255, 240, 255, 42, 0, 205, 255]   	-66	-16	  42	 -51
1.58187e+09	     100	[34, 0, 208, 255, 132, 255, 253, 255]   	 34	-48	-124	  -3
1.58187e+09	     101	[184, 255, 235, 255, 38, 0, 205, 255]   	-72	-21	  38	 -51
1.58187e+09	     100	[33, 0, 216, 255, 132, 255, 254, 255]   	 33	-40	-124	  -2
1.58187e+09	     101	[184, 255, 235, 255, 35, 0, 204, 255]   	-72	-21	  35	 -52
1.58187e+09	     100	[30, 0, 231, 255, 139, 255, 5, 0]       	 30	-25	-117	   5
1.58187e+09	     101	[190, 255, 238, 255, 37, 0, 202, 255]   	-66	-18	  37	 -54
1.58187e+09	     100	[31, 0, 254, 255, 144, 255, 15, 0]      	 31	 -2	-112	  15
1.58187e+09	     101	[200, 255, 240, 255, 41, 0, 204, 255]   	-56	-16	  41	 -52
1.58187e+09	     100	[30, 0, 21, 0, 155, 255, 23, 0]         	 30	 21	-101	  23
1.58187e+09	     101	[207, 255, 246, 255, 43, 0, 208, 255]   	-49	-10	  43	 -48
1.58187e+09	     100	[30, 0, 40, 0, 164, 255, 32, 0]         	 30	 40	 -92	  32
1.58187e+09	     101	[215, 255, 251, 255, 43, 0, 212, 255]   	-41	 -5	  43	 -44
1.58187e+09	     100	[31, 0, 49, 0, 169, 255, 36, 0]         	 31	 49	 -87	  36
1.58187e+09	     101	[217, 255, 4, 0, 42, 0, 216, 255]       	-39	  4	  42	 -40
1.58187e+09	     100	[31, 0, 48, 0, 172, 255, 38, 0]         	 31	 48	 -84	  38
1.58187e+09	     101	[217, 255, 8, 0, 34, 0, 220, 255]       	-39	  8	  34	 -36
1.58187e+09	     100	[34, 0, 41, 0, 170, 255, 36, 0]         	 34	 41	 -86	  36
1.58187e+09	     101	[209, 255, 12, 0, 27, 0, 225, 255]      	-47	 12	  27	 -31
1.58187e+09	     100	[34, 0, 28, 0, 168, 255, 35, 0]         	 34	 28	 -88	  35
1.58187e+09	     101	[204, 255, 12, 0, 18, 0, 227, 255]      	-52	 12	  18	 -29
1.58187e+09	     100	[33, 0, 14, 0, 164, 255, 34, 0]         	 33	 14	 -92	  34
1.58187e+09	     101	[198, 255, 13, 0, 11, 0, 231, 255]      	-58	 13	  11	 -25
1.58187e+09	     100	[29, 0, 6, 0, 160, 255, 30, 0]          	 29	  6	 -96	  30
1.58187e+09	     101	[196, 255, 13, 0, 9, 0, 231, 255]       	-60	 13	   9	 -25
1.58187e+09	     100	[23, 0, 1, 0, 159, 255, 27, 0]          	 23	  1	 -97	  27
1.58187e+09	     101	[193, 255, 13, 0, 10, 0, 229, 255]      	-63	 13	  10	 -27
1.58187e+09	     100	[18, 0, 254, 255, 157, 255, 22, 0]      	 18	 -2	 -99	  22
1.58187e+09	     101	[197, 255, 14, 0, 15, 0, 227, 255]      	-59	 14	  15	 -29
1.58187e+09	     100	[13, 0, 252, 255, 160, 255, 17, 0]      	 13	 -4	 -96	  17
1.58187e+09	     101	[204, 255, 13, 0, 22, 0, 224, 255]      	-52	 13	  22	 -32
1.58187e+09	     100	[7, 0, 250, 255, 162, 255, 10, 0]       	  7	 -6	 -94	  10
1.58187e+09	     101	[209, 255, 12, 0, 31, 0, 216, 255]      	-47	 12	  31	 -40
1.58187e+09	     100	[7, 0, 244, 255, 162, 255, 2, 0]        	  7	-12	 -94	   2
1.58187e+09	     101	[214, 255, 6, 0, 37, 0, 208, 255]       	-42	  6	  37	 -48
1.58187e+09	     100	[9, 0, 238, 255, 160, 255, 250, 255]    	  9	-18	 -96	  -6
1.58187e+09	     101	[215, 255, 2, 0, 41, 0, 202, 255]       	-41	  2	  41	 -54
1.58187e+09	     100	[11, 0, 231, 255, 156, 255, 242, 255]   	 11	-25	-100	 -14
1.58187e+09	     101	[215, 255, 250, 255, 41, 0, 194, 255]   	-41	 -6	  41	 -62
1.58187e+09	     100	[18, 0, 228, 255, 149, 255, 238, 255]   	 18	-28	-107	 -18
1.58187e+09	     101	[211, 255, 243, 255, 38, 0, 188, 255]   	-45	-13	  38	 -68
1.58187e+09	     100	[25, 0, 230, 255, 143, 255, 237, 255]   	 25	-26	-113	 -19
1.58187e+09	     101	[205, 255, 238, 255, 35, 0, 185, 255]   	-51	-18	  35	 -71
1.58187e+09	     100	[30, 0, 235, 255, 138, 255, 241, 255]   	 30	-21	-118	 -15
1.58187e+09	     101	[200, 255, 231, 255, 37, 0, 184, 255]   	-56	-25	  37	 -72
1.58187e+09	     100	[35, 0, 244, 255, 136, 255, 247, 255]   	 35	-12	-120	  -9
1.58187e+09	     101	[194, 255, 228, 255, 37, 0, 187, 255]   	-62	-28	  37	 -69
1.58187e+09	     100	[37, 0, 255, 255, 139, 255, 0, 0]       	 37	 -1	-117	   0
1.58187e+09	     101	[194, 255, 230, 255, 38, 0, 187, 255]   	-62	-26	  38	 -69
1.58187e+09	     100	[35, 0, 8, 0, 146, 255, 13, 0]          	 35	  8	-110	  13
1.58187e+09	     101	[194, 255, 238, 255, 45, 0, 193, 255]   	-62	-18	  45	 -63
1.58187e+09	     100	[33, 0, 14, 0, 152, 255, 23, 0]         	 33	 14	-104	  23
1.58187e+09	     101	[200, 255, 244, 255, 53, 0, 198, 255]   	-56	-12	  53	 -58
1.58187e+09	     100	[27, 0, 17, 0, 161, 255, 30, 0]         	 27	 17	 -95	  30
1.58187e+09	     101	[206, 255, 252, 255, 62, 0, 205, 255]   	-50	 -4	  62	 -51
1.58187e+09	     100	[19, 0, 17, 0, 169, 255, 34, 0]         	 19	 17	 -87	  34
1.58187e+09	     101	[211, 255, 0, 0, 70, 0, 209, 255]       	-45	  0	  70	 -47
1.58187e+09	     100	[11, 0, 12, 0, 172, 255, 32, 0]         	 11	 12	 -84	  32
1.58187e+09	     101	[215, 255, 2, 0, 75, 0, 210, 255]       	-41	  2	  75	 -46
1.58187e+09	     100	[5, 0, 8, 0, 177, 255, 28, 0]           	  5	  8	 -79	  28
1.58187e+09	     101	[217, 255, 1, 0, 77, 0, 210, 255]       	-39	  1	  77	 -46
1.58187e+09	     100	[255, 255, 2, 0, 177, 255, 23, 0]       	 -1	  2	 -79	  23
1.58187e+09	     101	[213, 255, 2, 0, 74, 0, 208, 255]       	-43	  2	  74	 -48
1.58187e+09	     100	[251, 255, 255, 255, 176, 255, 17, 0]   	 -5	 -1	 -80	  17
1.58187e+09	     101	[211, 255, 0, 0, 71, 0, 206, 255]       	-45	  0	  71	 -50
1.58187e+09	     100	[250, 255, 254, 255, 172, 255, 10, 0]   	 -6	 -2	 -84	  10
1.58187e+09	     101	[206, 255, 255, 255, 66, 0, 205, 255]   	-50	 -1	  66	 -51
1.58187e+09	     100	[0, 0, 255, 255, 168, 255, 3, 0]        	  0	 -1	 -88	   3
1.58187e+09	     101	[202, 255, 255, 255, 59, 0, 202, 255]   	-54	 -1	  59	 -54
1.58187e+09	     100	[9, 0, 0, 0, 164, 255, 2, 0]            	  9	  0	 -92	   2
1.58187e+09	     101	[200, 255, 2, 0, 57, 0, 204, 255]       	-56	  2	  57	 -52
1.58187e+09	     100	[22, 0, 0, 0, 159, 255, 2, 0]           	 22	  0	 -97	   2
1.58187e+09	     101	[197, 255, 2, 0, 50, 0, 198, 255]       	-59	  2	  50	 -58
1.58187e+09	     100	[35, 0, 254, 255, 153, 255, 6, 0]       	 35	 -2	-103	   6
1.58187e+09	     101	[197, 255, 5, 0, 45, 0, 196, 255]       	-59	  5	  45	 -60
1.58187e+09	     100	[49, 0, 252, 255, 148, 255, 9, 0]       	 49	 -4	-108	   9
1.58187e+09	     101	[198, 255, 4, 0, 39, 0, 191, 255]       	-58	  4	  39	 -65
1.58187e+09	     100	[59, 0, 247, 255, 144, 255, 13, 0]      	 59	 -9	-112	  13
1.58187e+09	     101	[202, 255, 5, 0, 35, 0, 183, 255]       	-54	  5	  35	 -73
1.58187e+09	     100	[62, 0, 243, 255, 139, 255, 15, 0]      	 62	-13	-117	  15
1.58187e+09	     101	[207, 255, 2, 0, 33, 0, 179, 255]       	-49	  2	  33	 -77
1.58187e+09	     100	[63, 0, 246, 255, 136, 255, 15, 0]      	 63	-10	-120	  15
1.58187e+09	     101	[213, 255, 4, 0, 30, 0, 172, 255]       	-43	  4	  30	 -84
1.58187e+09	     100	[58, 0, 248, 255, 136, 255, 15, 0]      	 58	 -8	-120	  15
1.58187e+09	     101	[218, 255, 4, 0, 25, 0, 175, 255]       	-38	  4	  25	 -81
1.58187e+09	     100	[50, 0, 255, 255, 136, 255, 15, 0]      	 50	 -1	-120	  15
1.58187e+09	     101	[222, 255, 5, 0, 26, 0, 177, 255]       	-34	  5	  26	 -79
1.58187e+09	     100	[41, 0, 6, 0, 139, 255, 14, 0]          	 41	  6	-117	  14
1.58187e+09	     101	[221, 255, 6, 0, 27, 0, 188, 255]       	-35	  6	  27	 -68
1.58187e+09	     100	[33, 0, 13, 0, 146, 255, 14, 0]         	 33	 13	-110	  14
1.58187e+09	     101	[219, 255, 8, 0, 33, 0, 198, 255]       	-37	  8	  33	 -58
1.58187e+09	     100	[26, 0, 17, 0, 153, 255, 11, 0]         	 26	 17	-103	  11
1.58187e+09	     101	[214, 255, 6, 0, 37, 0, 212, 255]       	-42	  6	  37	 -44
1.58187e+09	     100	[21, 0, 14, 0, 159, 255, 11, 0]         	 21	 14	 -97	  11
1.58187e+09	     101	[206, 255, 6, 0, 47, 0, 229, 255]       	-50	  6	  47	 -27
1.58187e+09	     100	[18, 0, 12, 0, 165, 255, 13, 0]         	 18	 12	 -91	  13
1.58187e+09	     101	[201, 255, 2, 0, 51, 0, 241, 255]       	-55	  2	  51	 -15
1.58187e+09	     100	[17, 0, 8, 0, 169, 255, 11, 0]          	 17	  8	 -87	  11
1.58187e+09	     101	[198, 255, 255, 255, 50, 0, 249, 255]   	-58	 -1	  50	  -7
1.58187e+09	     100	[15, 0, 5, 0, 169, 255, 13, 0]          	 15	  5	 -87	  13
1.58187e+09	     101	[193, 255, 252, 255, 49, 0, 251, 255]   	-63	 -4	  49	  -5
1.58187e+09	     100	[13, 0, 6, 0, 168, 255, 13, 0]          	 13	  6	 -88	  13
1.58187e+09	     101	[194, 255, 254, 255, 43, 0, 250, 255]   	-62	 -2	  43	  -6
1.58187e+09	     100	[9, 0, 9, 0, 168, 255, 19, 0]           	  9	  9	 -88	  19
1.58187e+09	     101	[196, 255, 2, 0, 38, 0, 243, 255]       	-60	  2	  38	 -13
1.58187e+09	     100	[2, 0, 17, 0, 168, 255, 25, 0]          	  2	 17	 -88	  25
1.58187e+09	     101	[200, 255, 8, 0, 33, 0, 234, 255]       	-56	  8	  33	 -22
1.58187e+09	     100	[253, 255, 21, 0, 168, 255, 30, 0]      	 -3	 21	 -88	  30
1.58187e+09	     101	[202, 255, 13, 0, 30, 0, 226, 255]      	-54	 13	  30	 -30
1.58187e+09	     100	[249, 255, 22, 0, 166, 255, 35, 0]      	 -7	 22	 -90	  35
1.58187e+09	     101	[202, 255, 17, 0, 30, 0, 220, 255]      	-54	 17	  30	 -36
1.58187e+09	     100	[245, 255, 18, 0, 166, 255, 38, 0]      	-11	 18	 -90	  38
1.58187e+09	     101	[205, 255, 17, 0, 30, 0, 214, 255]      	-51	 17	  30	 -42
1.58187e+09	     100	[249, 255, 9, 0, 164, 255, 36, 0]       	 -7	  9	 -92	  36
1.58187e+09	     101	[204, 255, 14, 0, 31, 0, 214, 255]      	-52	 14	  31	 -42
1.58187e+09	     100	[255, 255, 251, 255, 159, 255, 32, 0]   	 -1	 -5	 -97	  32
1.58187e+09	     101	[205, 255, 8, 0, 31, 0, 213, 255]       	-51	  8	  31	 -43
1.58187e+09	     100	[6, 0, 238, 255, 151, 255, 27, 0]       	  6	-18	-105	  27
1.58187e+09	     101	[207, 255, 255, 255, 29, 0, 214, 255]   	-49	 -1	  29	 -42
1.58187e+09	     100	[15, 0, 228, 255, 144, 255, 19, 0]      	 15	-28	-112	  19
1.58187e+09	     101	[210, 255, 248, 255, 29, 0, 214, 255]   	-46	 -8	  29	 -42
1.58187e+09	     100	[22, 0, 224, 255, 139, 255, 10, 0]      	 22	-32	-117	  10
1.58187e+09	     101	[215, 255, 243, 255, 26, 0, 213, 255]   	-41	-13	  26	 -43
1.58187e+09	     100	[27, 0, 230, 255, 136, 255, 3, 0]       	 27	-26	-120	   3
1.58187e+09	     101	[219, 255, 243, 255, 27, 0, 213, 255]   	-37	-13	  27	 -43
1.58187e+09	     100	[27, 0, 242, 255, 135, 255, 255, 255]   	 27	-14	-121	  -1
1.58187e+09	     101	[222, 255, 246, 255, 33, 0, 212, 255]   	-34	-10	  33	 -44
1.58187e+09	     100	[23, 0, 1, 0, 138, 255, 253, 255]       	 23	  1	-118	  -3
1.58187e+09	     101	[227, 255, 252, 255, 39, 0, 214, 255]   	-29	 -4	  39	 -42
1.58187e+09	     100	[21, 0, 17, 0, 143, 255, 255, 255]      	 21	 17	-113	  -1
1.58187e+09	     101	[227, 255, 6, 0, 49, 0, 221, 255]       	-29	  6	  49	 -35
1.58187e+09	     100	[19, 0, 28, 0, 149, 255, 6, 0]          	 19	 28	-107	   6
1.58187e+09	     101	[227, 255, 12, 0, 57, 0, 227, 255]      	-29	 12	  57	 -29
1.58187e+09	     100	[18, 0, 33, 0, 157, 255, 17, 0]         	 18	 33	 -99	  17
1.58187e+09	     101	[229, 255, 18, 0, 65, 0, 235, 255]      	-27	 18	  65	 -21
1.58187e+09	     100	[18, 0, 30, 0, 161, 255, 28, 0]         	 18	 30	 -95	  28
1.58187e+09	     101	[226, 255, 20, 0, 65, 0, 241, 255]      	-30	 20	  65	 -15
1.58187e+09	     100	[21, 0, 26, 0, 166, 255, 42, 0]         	 21	 26	 -90	  42
1.58187e+09	     101	[223, 255, 20, 0, 59, 0, 245, 255]      	-33	 20	  59	 -11
1.58187e+09	     100	[22, 0, 21, 0, 169, 255, 50, 0]         	 22	 21	 -87	  50
1.58187e+09	     101	[221, 255, 20, 0, 53, 0, 242, 255]      	-35	 20	  53	 -14
1.58187e+09	     100	[26, 0, 16, 0, 172, 255, 53, 0]         	 26	 16	 -84	  53
1.58187e+09	     101	[217, 255, 17, 0, 45, 0, 239, 255]      	-39	 17	  45	 -17
1.58187e+09	     100	[30, 0, 13, 0, 173, 255, 52, 0]         	 30	 13	 -83	  52
1.58187e+09	     101	[215, 255, 14, 0, 38, 0, 231, 255]      	-41	 14	  38	 -25
1.58187e+09	     100	[30, 0, 13, 0, 174, 255, 46, 0]         	 30	 13	 -82	  46
1.58187e+09	     101	[211, 255, 10, 0, 35, 0, 221, 255]      	-45	 10	  35	 -35
1.58187e+09	     100	[30, 0, 16, 0, 172, 255, 34, 0]         	 30	 16	 -84	  34
1.58187e+09	     101	[207, 255, 9, 0, 33, 0, 213, 255]       	-49	  9	  33	 -43
1.58187e+09	     100	[29, 0, 17, 0, 168, 255, 19, 0]         	 29	 17	 -88	  19
1.58187e+09	     101	[204, 255, 4, 0, 35, 0, 208, 255]       	-52	  4	  35	 -48
1.58187e+09	     100	[26, 0, 17, 0, 161, 255, 5, 0]          	 26	 17	 -95	   5
1.58187e+09	     101	[200, 255, 255, 255, 35, 0, 201, 255]   	-56	 -1	  35	 -55
1.58187e+09	     100	[22, 0, 14, 0, 153, 255, 250, 255]      	 22	 14	-103	  -6
1.58187e+09	     101	[198, 255, 246, 255, 38, 0, 196, 255]   	-58	-10	  38	 -60
1.58187e+09	     100	[17, 0, 8, 0, 146, 255, 241, 255]       	 17	  8	-110	 -15
1.58187e+09	     101	[198, 255, 242, 255, 37, 0, 191, 255]   	-58	-14	  37	 -65
1.58187e+09	     100	[14, 0, 255, 255, 138, 255, 235, 255]   	 14	 -1	-118	 -21
1.58187e+09	     101	[200, 255, 236, 255, 33, 0, 188, 255]   	-56	-20	  33	 -68
1.58187e+09	     100	[10, 0, 247, 255, 131, 255, 234, 255]   	 10	 -9	-125	 -22
1.58187e+09	     101	[201, 255, 234, 255, 30, 0, 185, 255]   	-55	-22	  30	 -71
1.58187e+09	     100	[10, 0, 242, 255, 130, 255, 235, 255]   	 10	-14	-126	 -21
1.58187e+09	     101	[204, 255, 235, 255, 25, 0, 188, 255]   	-52	-21	  25	 -68
1.58187e+09	     100	[9, 0, 242, 255, 130, 255, 238, 255]    	  9	-14	-126	 -18
1.58187e+09	     101	[206, 255, 240, 255, 21, 0, 197, 255]   	-50	-16	  21	 -59
1.58187e+09	     100	[11, 0, 248, 255, 138, 255, 245, 255]   	 11	 -8	-118	 -11
1.58187e+09	     101	[209, 255, 250, 255, 22, 0, 206, 255]   	-47	 -6	  22	 -50
1.58187e+09	     100	[11, 0, 4, 0, 149, 255, 251, 255]       	 11	  4	-107	  -5
1.58187e+09	     101	[211, 255, 2, 0, 23, 0, 214, 255]       	-45	  2	  23	 -42
1.58187e+09	     100	[11, 0, 17, 0, 161, 255, 2, 0]          	 11	 17	 -95	   2
1.58187e+09	     101	[219, 255, 12, 0, 27, 0, 225, 255]      	-37	 12	  27	 -31
1.58187e+09	     100	[10, 0, 32, 0, 173, 255, 9, 0]          	 10	 32	 -83	   9
1.58187e+09	     101	[223, 255, 18, 0, 33, 0, 230, 255]      	-33	 18	  33	 -26
1.58187e+09	     100	[9, 0, 41, 0, 179, 255, 10, 0]          	  9	 41	 -77	  10
1.58187e+09	     101	[227, 255, 21, 0, 37, 0, 234, 255]      	-29	 21	  37	 -22
1.58187e+09	     100	[7, 0, 44, 0, 182, 255, 11, 0]          	  7	 44	 -74	  11
1.58187e+09	     101	[227, 255, 21, 0, 41, 0, 233, 255]      	-29	 21	  41	 -23
1.58187e+09	     100	[9, 0, 41, 0, 179, 255, 10, 0]          	  9	 41	 -77	  10
1.58187e+09	     101	[225, 255, 18, 0, 46, 0, 230, 255]      	-31	 18	  46	 -26
1.58187e+09	     100	[10, 0, 36, 0, 172, 255, 11, 0]         	 10	 36	 -84	  11
1.58187e+09	     101	[218, 255, 16, 0, 53, 0, 227, 255]      	-38	 16	  53	 -29
1.58187e+09	     100	[13, 0, 25, 0, 161, 255, 13, 0]         	 13	 25	 -95	  13
1.58187e+09	     101	[206, 255, 13, 0, 58, 0, 227, 255]      	-50	 13	  58	 -29
1.58187e+09	     100	[17, 0, 17, 0, 153, 255, 17, 0]         	 17	 17	-103	  17
1.58187e+09	     101	[194, 255, 12, 0, 62, 0, 226, 255]      	-62	 12	  62	 -30
1.58187e+09	     100	[18, 0, 13, 0, 149, 255, 21, 0]         	 18	 13	-107	  21
1.58187e+09	     101	[186, 255, 10, 0, 65, 0, 227, 255]      	-70	 10	  65	 -29
